url,food,course,ingredients,instructions,ingredients_clean,ingredients_token
https://panlasangpinoy.com/tanigue-fish-steak-ala-bistek/,Tanigue Fish Steak ala Bistek,Fish,"3 to 4 lbs. Tanigue Wahoo or Kingfish, sliced crosswise, 3 medium onions sliced into rings, 1 lemon, 6 tablespoons soy sauce, 5 cloves garlic crushed, 2 1/2 tablespoons salt, 1 teaspoon granulated white sugar, 1/4 teaspoon ground black pepper, 1 cup water, 3/4 cups cooking oil","Rub salt all over the fish steaks. Let it stay for 20 minutes.
Heat 1/2 cup oil in a pan. Fry the fish for 3 to 5 minutes per side or until golden brown. Set aside.
Heat 3 to 4 tablespoons oil in a cooking pot. Saute garlic until light brown.
Add 1/3 of the total onions. continue to saute until soft.
Pour soy sauce and add lemon juice into the cooking pot.
Pour water and let boil.
Add sugar and ground black pepper. Stir.
Put the fried fish steaks into the pot. Cover and cook in medium heat for 3 minutes.
Turn the fish over in a way that the opposite side faces the bottom of the pot. Add the remaining onion. Cover and continue to cook for 3 to 5 minutes.
Transfer to a serving plate. Serve with rice.
Share and enjoy!",tanigue wahoo kingfish onion ring lemon soy sauce garlic granulate white black,"['tanigue', 'wahoo', 'kingfish', 'onion', 'ring', 'lemon', 'soy', 'sauce', 'garlic', 'granulate', 'white', 'black']"
https://panlasangpinoy.com/classic-macaroni-salad-recipe/,Classic Macaroni Salad Recipe,Macaroni Salad,"1 lb. elbow macaroni, 1 1/2 cups Lady's Choice Mayonnaise, 1 medium red bell pepper, 1 medium green bell pepper, 1/4 cup minced carrot, 1/2 cup minced celery, 1 medium onion minced, 4 tablespoons distilled or white vinegar, 2 1/4 tablespoons mustard powder, 4 tablespoons granulated white sugar, 1/2 teaspoon ground black pepper, 4 teaspoons salt, 5 quarts water for boiling macaroni","Pour water into a cooking pot. Let boil.
Add 2 teaspoons salt and then put-in the elbow macaroni. Continue to boil for 6 minutes.
Drain the water and add cold water into the pot. Let is stay for 3 minutes and then drain. Set the macaroni aside.
Combine mayonnaise, vinegar, mustard powder, ground black pepper, salt, and sugar. Mix well.
Add the minced vegetables (onion, carrot, celery, and bell peppers). Fold the mixture until blended.
Add the macaroni. Continue to fold until all the ingredients are well blended.
Cover the bowl. Refrigerate the macaroni salad for at least 3 hours.
Transfer to a serving bowl. Serve cold.
Share and enjoy!",macaroni lady mayonnaise red bell bell carrot celery onion distilled white vinegar mustard powder granulated white black macaroni,"['macaroni', 'lady', 'mayonnaise', 'red', 'bell', 'bell', 'carrot', 'celery', 'onion', 'distil', 'white', 'vinegar', 'mustard', 'powder', 'granulate', 'white', 'black', 'macaroni']"
https://panlasangpinoy.com/7up-chicken-asado/,7Up Chicken Asado,Chicken,"1 whole chicken 3 to 3 ½ lbs., ½ cup soy sauce, 1 ½ teaspoons crushed peppercorn, 1 medium red onion minced, 3 bunches lemongrass tanglad, tied into knots, 1 medium red onion sliced, 4 cloves crushed garlic, 3 tablespoons cooking oil, 1 liter 7-Up, 5 pieces star anise, 1 teaspoon garlic powder, 1 teaspoon onion powder, Salt to taste","Place chicken on a plate or bowl. Pour soy sauce all over the chicken. Sprinkle crushed peppercorn and then rub all over the chicken.
Insert onion and lemongrass into the cavity of the chicken. Let it stay for 10 minutes.
Heat oil in a large cooking pot, and then sauté onion and garlic until the onion becomes soft.
Add the marinated chicken. Cook one side in medium heat for 3 minutes. Turn the chicken over and cook the opposite side for 3 minutes.
Pour the remaining marinade and 1 liter of 7up (or any similar product). Let boil.
Add star anise. Cover and cook between low to medium heat for 30 minutes.
Turn the chicken over and continue to boil the opposite side for 12 minutes.
Remove the chicken from the cooking pot. Slice in half and arrange on a serving plate.
Continue to cook the sauce in the cooking pot until it reduces to half. Add garlic powder and onion powder. Stir
Filter the sauce using a kitchen sieve or strainer. Pour all over the chicken.
Serve. Share and enjoy!",chicken soy sauce peppercorn red onion lemongrass tanglad tie knot red onion garlic star anise garlic powder onion powder,"['chicken', 'soy', 'sauce', 'peppercorn', 'red', 'onion', 'lemongrass', 'tanglad', 'tie', 'knot', 'red', 'onion', 'garlic', 'star', 'anise', 'garlic', 'powder', 'onion', 'powder']"
https://panlasangpinoy.com/estofadong-baboy-recipe/,Estofadong Baboy,Pork,"2 1/2 lbs. pork sliced into cubes, 2 medium ripe saba banana sliced, 5 tablespoons soy sauce, 4 tablespoons white vinegar, 1/4 cup brown sugar, 6 cloves garlic crushed, 1 teaspoon crushed peppercorn, 2 cups beef broth, 4 tablespoons cooking oil","Combine pork, crushed peppercorn, garlic, soy sauce, and vinegar in a bowl. Mix well. Marinate for at least 3 hours.
Heat oil in a cooking pot.
Once the oil becomes hot, pan fry the carrots for 45 seconds per side. Remove from the pot. Set aside.
Pan fry the banana for 45 seconds per side. Remove from the pot. Set aside.
Using the remaining oil, pan fry the marinated pork for around 1 to 1 1/2 minutes per side. Note: You may add more cooking oil if needed.
Put the crushed garlic into the pot. Cook for 30 seconds. Note: This is the same ingredient used to marinate the pork.
Pour-in the remaining marinade from the bowl and add beef broth. Let boil. Cover and cook in medium heat for 50 minutes to 1 hour, or until the pork becomes tender.
Add brown sugar. Stir. Cook for 15 minutes.
Add the pan fried carrots and bananas. Stir.
Transfer to a serving plate. Serve.
Share and enjoy!",pork cub ripe saba banana soy sauce white vinegar garlic peppercorn beef broth,"['pork', 'cub', 'ripe', 'saba', 'banana', 'soy', 'sauce', 'white', 'vinegar', 'garlic', 'peppercorn', 'beef', 'broth']"
https://panlasangpinoy.com/bopis-na-manok/,Bopis na Manok,Chicken,"1 lb. chicken gizzard cleaned, 1 lb. chicken heart cleaned, 2 medium carrots minced, 1 large daikon radish shredded, 3 medium red onion minced, 1 small red bell pepper chopped, 1/4 cup annatto seeds, 1 medium ripe tomato chopped, 5 pieces Thai chili chopped, 1/2 cup white vinegar, 2 thumbs ginger minced, 3 tablespoons soy sauce, 3 tablespoons patis, 5 cloves garlic chopped, 5 pieces did bay leaves, 1 to 1 1/2 cups water, 3 tablespoons cooking oil, Additional water for boiling","Heat 6 cup water on a pressure cooker. Add chicken gizzard. cover and pressure cook for 15 minutes. Note: Start the timer once the pressure regulator moves. You can also boil in a regular pot for 45 minutes.
Remove the gizzard from the pressure cooker. Drain the water. Chop into small pieces and set aside.
Meanwhile, boil 6 cups water on a regular pot. Add chicken heart. Boil for 15 minutes. Remove from the pot and chop into small pieces.
Make annatto oil by heating oil in a saucepan. Add annatto seeds. Cook in low heat until the oil turns red.
Heat a cooking pot and pour annatto oil. Note: use a kitchen strainer to filter the seeds.
Saute onion, garlic, ginger, and tomato.
Add the chopped chicken gizzard. Cook for 1 to 2 minutes.
Add chicken heart. Cook for 2 minutes.
Add chili pepper and bay leaves.
Pour soy sauce into the pot. Stir.
Pour water. Let boil. Cover and cook for 15 minutes.
Add vinegar. Let the mixture re-boil. Stir and continue to cook for 5 minutes.
Add carrots, daikon radish, and red bell pepper. Stir. Cook for 3 minutes.
Season with fish sauce and ground black pepper.
Transfer to a serving bowl. Serve.",chicken gizzard chicken heart carrot daikon radish red onion red bell annatto seed ripe tomato chili white vinegar thumb ginger soy sauce patis garlic bay,"['chicken', 'gizzard', 'chicken', 'heart', 'carrot', 'daikon', 'radish', 'red', 'onion', 'red', 'bell', 'annatto', 'seed', 'ripe', 'tomato', 'chili', 'white', 'vinegar', 'thumb', 'ginger', 'soy', 'sauce', 'patis', 'garlic', 'bay']"
https://panlasangpinoy.com/bicol-express-ala-bebet/,Bicol Express ala Bebet,Pork,"3 lbs. Pork belly sliced into cubes, 3 to 4 tablespoons spicy bagoong alamang, 4 Jalapeno peppers sliced, 4 cups coconut milk, 2 thumbs ginger julienne, 1 medium yellow onion chopped, 5 cloves garlic minced, 4 tablespoons cooking oil, Salt and ground black pepper to taste","Heat a large cooking pot.
Sear the pork. Continue to cook until it turns light brown and oil gets extracted. Set aside.
Heat oil in a cooking pot. Sauce garlic, onion, and ginger. Continue to cook until the onion becomes soft.
Add the sautéed pork. Stir. Continue to sauce for 3 to 5 minutes.
Add the shrimp paste (bagoong alamang) stir. Cook for 2 minutes.
Add jalapeño pepper. Stir. Cook fo a minute.
Pour-in coconut milk. Stir and let boil. Continue to cook between low to medium heat for 45 minutes.
Season with salt and ground black pepper.
Transfer to a serving plate. Serve.
Share and enjoy!",pork belly cub spicy before jalapeno coconut milk thumb ginger yellow onion garlic black,"['pork', 'belly', 'cub', 'spicy', 'bagoong', 'alamang', 'jalapeno', 'coconut', 'milk', 'thumb', 'ginger', 'yellow', 'onion', 'garlic', 'black']"
https://panlasangpinoy.com/filipino-shrimp-curry-recipe/,Filipino Shrimp Curry Recipe,Shrimp,"1 lb. shrimp deveined, head and shell removed, 1 Knorr Shrimp Cube, 1 small red bell pepper chopped, 1 small green bell pepper chopped, 1 medium ripe tomato, 1/2 lemon or 2 pieces calamansi, 2 cups coconut milk, 1/4 cup chopped parsley, 1 thumb ginger minced, 1 medium yellow onion minced, 4 cloves garlic crushed and minced, 1 1/2 to 2 tablespoons pats fish sauce, 1 tablespoon curry powder, 1/2 teaspoon turmeric powder, 1/4 teaspoon ground black pepper, 1/4 to 1/2 teaspoon cayenne pepper powder, 3 tablespoons cooking oil","Arrange shrimp in a large bowl. Squeeze lemon over it, season with ground black pepper and cayenne pepper powder. Mix well. Marinate for 10 minutes.
Heat oil in a cooking pot.
Once the oil becomes hot, saute onion for 30 seconds.
Add garlic, ginger, and tomato. Cook until the onion becomes tender.
Pour coconut milk into the pot. Stir and let boil. Cover the cooking pot. Continue to cook in medium heat for 2 minutes.
Add curry powder. Stir until it dilutes in coconut milk.
Add Knorr Shrimp Cube. Stir. Continue to cook for 2 minutes.
Add turmeric powder and bell peppers (red and green). Stir. Cover and continue to cook for 3 minutes.
Put the marinated shrimp into the pot. Stir. Continue to cook in medium heat for 3 to 4 minutes.
Season with patis (fish sauce). Add parsley. Stir. Cook for 2 minutes.
Transfer to a serving plate. Serve.
Share and enjoy!",shrimp devein head shell knorr shrimp red bell bell ripe tomato lemon calamansi coconut milk parsley thumb ginger yellow onion garlic pat fish sauce curry powder turmeric powder black cayenne powder,"['shrimp', 'devein', 'head', 'shell', 'knorr', 'shrimp', 'red', 'bell', 'bell', 'ripe', 'tomato', 'lemon', 'calamansi', 'coconut', 'milk', 'parsley', 'thumb', 'ginger', 'yellow', 'onion', 'garlic', 'pat', 'fish', 'sauce', 'curry', 'powder', 'turmeric', 'powder', 'black', 'cayenne', 'powder']"
https://panlasangpinoy.com/paksiw-na-salmon-sa-gata/,Paksiw na Salmon sa Gata,Fish,"2 salmon heads cut into half and cleaned, ¾ cup ampalaya leaves optional, 3 thumbs ginger sliced, 8 tablespoons coconut vinegar, 2 cups coconut cream, 3 pieces long green chili pepper, 1 small red onion optional, 5 cloves garlic crushed, 4 thai chili chopped, 1 ½ teaspoon salt, ½ teaspoon ground black pepper, 1 cup water","Combine salmon, ginger, garlic, onion, chili, vinegar, and water. Let boil.
Add long green pepper. Cover and continue to cook in medium heat for 5 minutes.
Pour-in coconut cream. Stir. Allow the mixture to re-boil. Cover and cook for 15 minutes.
Add bitter melon leaves. Stir.
Season with salt and ground black pepper.
Transfer to a serving plate. Serve.
Share and enjoy!",salmon head ampalaya thumb ginger coconut vinegar coconut cream chili red onion garlic chili black,"['salmon', 'head', 'ampalaya', 'thumb', 'ginger', 'coconut', 'vinegar', 'coconut', 'cream', 'chili', 'red', 'onion', 'garlic', 'chili', 'black']"
https://panlasangpinoy.com/tuna-sisig/,Tuna Sisig,Fish,"1 12 oz. can tuna, 2 medium red onions minced, 1/4 cup chopped scallions, 1/2 cup crushed chicharon, 2 teaspoons soy sauce, 3 to 4 pieces Thai chili pepper chopped, 1/4 cup mayonnise, 1/2 teaspoon garlic powder, 1/4 teaspoon ground black pepper, 1/2 teaspoon salt, 1 teaspoon butter, 3 tablespoons cooking oil","Prepare the tuna by draining the liquid. You can place it in a cheese cloth and squeeze until the liquid comes-out.
Heat 1 tablespoon oil in a pan. Pan fry the tuna until it turns light to medium brown.
Add onion. Continue to saute until the onion becomes soft.
Add scallions and chili pepper. Saute for 2 more minutes.
Season with garlic powder, ground black pepper, and soy sauce. Stir and cook for 1 minute.
Add half of the chicharon and put the mayonnaise into the pot. Mix well. Set aside.
Melt butter in sizzling plate (metal plate), put the cooked tuna sisig on the plate. Continue to cook for 30 seconds or until sizzling hot.
Top with remaining chicharon. Serve. Share and enjoy!",tuna red onion scallion chicharron soy sauce chili mayonnaise garlic powder black butter,"['tuna', 'red', 'onion', 'scallion', 'chicharon', 'soy', 'sauce', 'chili', 'mayonnise', 'garlic', 'powder', 'black', 'butter']"
https://panlasangpinoy.com/chicken-cordon-bleu-with-dijon-cream-sauce/,Chicken Cordon Bleu with Dijon Cream Sauce,Chicken,"2 lbs. boneless chicken breasts, 3 to 6 pieces sliced ham, 3 to 6 pieces Swiss cheese, 1 1/2 cups Panko bread crumbs, 2 eggs beaten, 2 cups cooking oil, Salt to taste, ½ cup heavy whipping cream, 2 tablespoons Dijon mustard, 1 ½ tablespoons butter, 2 tablespoons minced yellow onion, Salt to taste","Place a plastic wrap over a flat surface. Arrange a piece of chicken over the wrap, and then cover the chicken with it. Pound the chicken using a meat tenderizer tool until it flattens.
Sprinkle salt all over the chicken breast.
Prepare the filling by putting a slice of cheese and ham over the chicken. Roll the chicken to cover the filling and then seal it by inserting toothpicks into the rolled chicken.
Heat oil in a cooking pot.
Dip the chicken in beaten egg and then roll over the bread crumbs. Do this step twice to make the coating thicker.
Deep fry for 12 minutes in medium heat. Note. if you need to turn the chicken over to fry the opposite side, you can do so and cook it for 8 minutes. If you will deep while the chicken is fully submerged, 12 minutes should be enough, but feel free to cook no longer than 15 minutes.
Remove the chicken from the pot. Let it cool down. Slice into serving pieces.
Prepare the sauce by melting butter in a sauce pan. Add onion. Cook until soft.
Pour heavy whipping cream. Let boil. Add Dijon mustard. Stir and continue to cook in medium heat until it reduces to half. Add salt to taste.
Pour sauce over the chicken. Serve.
Share and enjoy!",chicken breast ham swiss cheese panko bread crumb egg heavy whip cream dijon mustard butter yellow onion,"['chicken', 'breast', 'ham', 'swiss', 'cheese', 'panko', 'bread', 'crumb', 'egg', 'heavy', 'whip', 'cream', 'dijon', 'mustard', 'butter', 'yellow', 'onion']"
https://panlasangpinoy.com/beef-ribs-sinigang/,Beef Ribs Sinigang,Beef,"3 lbs. beef ribs, 1 40g pack Knorr Sinigang sa Sampaloc Mix Original, 1 bunch kangkong, 1 medium eggplant sliced, 2 ripe tomato quartered, 3 long green pepper, 8 to 10 pieces okra, 1 small daikon radish labanos, sliced, 10 pieces snake beans sitaw, cut into 2 inch pieces, 1 medium onion quartered, 8 to 10 cups water, 2 1/2 tablespoons patis, 1/4 teaspoon ground black pepper","Combine water and beef ribs in a pressure cooker. Pressure cook for 25 to 30 minutes. Note: you can transfer this later to a larger cooking pot once the beef gets tender, if needed.
Add onion and tomato. Cook for 3 minutes.
Add Knorr Sinigang sa Sampaloc Mix. Stir.
Put the daikon radish (labanos) into the pot, Cover and cook for 5 minutes.
Add long green pepper, okra, snake beans, eggplant, and the kangkong stalks. Cover and cook for 5 minutes.
Season with patis and ground black pepper.
Add kangkong leaves. Cover the pot and turn the stovetop off. Let t stay for 5 minutes.
Transfer to a serving bowl. Serve.
Share and enjoy!",Beef Rib Knorr Sinnoingang Samparoc Kangkong Eggplant Ripe Tomato Okra Daikon Radish Labanos Snake Bean Sitaw onion patis Black,"['beef', 'rib', 'knorr', 'sinigang', 'sampaloc', 'kangkong', 'eggplant', 'ripe', 'tomato', 'okra', 'daikon', 'radish', 'labanos', 'snake', 'bean', 'sitaw', 'onion', 'patis', 'black']"
https://panlasangpinoy.com/coca-cola-beef-tapa/,Coca Cola Beef Tapa,Beef,"2 1/2 lbs beef sirloin thinly sliced, 1/2 cup soy sauce, 1 head garlic crushed, 1/2 teaspoon ground black pepper, 1 1/2 cups Coke, 3 tablespoons cooking oil","Arrange beef slices in a bowl. Add soy sauce, garlic, and ground black pepper. Mix well. Marinate for at least 3 hours.
Place the marinated beef in a cooking pot. Pour Coca Cola and oil. Let boil. Cover the pot and continue to cook in medium heat until the liquid evaporates completely.
Continuen to fry the beef tapa for 3 minutes using the oil left in the pot.
Transfer to a serving plate. Serve with fried rice and fried egg for a complete beef tapsilog meal.
Share and enjoy!",beef sirloin soy sauce head garlic black coke,"['beef', 'sirloin', 'soy', 'sauce', 'head', 'garlic', 'black', 'coke']"
https://panlasangpinoy.com/chicken-inasal-bbq-recipe/,Chicken Inasal BBQ Recipe,Chicken,"2 lbs. boneless chicken breast sliced thinly, 4 thumbs ginger crushed, ½ cup lemongrass crushed and chopped, 5 tablespoons annatto oil, ¼ cup brown sugar, 10 tablespoons coconut vinegar, ½ teaspoon crushed peppercorn, 1 teaspoon salt, 4 tablespoons annatto oil, ½ cup margarine, 1/2 teaspoons salt","Arrange chicken slices in a bowl. Add all the marinade ingredients with the chicken. Toss until well blended. Cover the bowl and refrigerate for at least 3 hours.
Skewer the chicken slices into a bamboo skewer (also known as barbecue stick). Set aside.
Heat-up the grill.
Prepare the basting sauce by combining all the sauce ingredients (see above). Mix well. Microwave for 12 seconds.
Grill one side of the chicken for 2 to 4 minutes. Brush basting sauce on top. Note: do this step until the chicken is fully cooked.
Transfer to a serving plate. Serve with a dip of soy sauce and calamansi with chili pepper.
Share and enjoy!",chicken breast thumb ginger lemongrass annatto coconut vinegar peppercorn annatto margarine,"['chicken', 'breast', 'thumb', 'ginger', 'lemongrass', 'annatto', 'coconut', 'vinegar', 'peppercorn', 'annatto', 'margarine']"
https://panlasangpinoy.com/tuna-macaroni-salad/,Tuna Macaroni Salad,Salad,"1 lb. elbow macaroni, 1 1/2 cup Lady's Choice Mayonnaise, 12 oz. canned tuna flakes drained, 1 medium red onion minced, 1 cup minced celery heart, 6 tablespoons cup sweet pickle relish, 1 cup shredded cheddar cheese, 1 1/2 teaspoons salt, 1/2 teaspoon ground black pepper, 10 cups water","Prepare the macaroni by boiling water in a cooking pot.
Once the water starts to boil, add the macaroni. Let the water reboil. Continue to boil in medium heat for 7 minutes. Note: Gently stir once every minute when boiling.
Drain the water. Let the macaroni cool down.
Arrange the macaroni in a large mixing bowl.
Add all the remaining ingredients, including Lady's Choice Mayonnaise. Toss until all ingredients are well blended.
Cover the bowl. Refrigerate for at least 1 hour.
Serve.
Share and enjoy!",macaroni lady mayonnaise tuna flake red onion celery heart pickle relish cheddar cheese black,"['macaroni', 'lady', 'mayonnaise', 'tuna', 'flake', 'red', 'onion', 'celery', 'heart', 'pickle', 'relish', 'cheddar', 'cheese', 'black']"
https://panlasangpinoy.com/ginataang-hipon-na-may-sitaw-at-kalabasa/,Ginataang Hipon na may Sitaw at Kalabasa,Shrimp,"1 lb. Shrimp washed and deveined, 1 Knorr Shrimp Cube, 2 cups cubed kalabasa squash, 15 pieces snake beans cut into 2 inch pieces, 4 cups coconut milk, 2 cups coconut cream, 3 pieces long green chili pepper optional, 1 medium yellow onion, 2 thumbs ginger cut into strips, 5 cloves garlic crushed, 2 tablespoons fish sauce, ¼ teaspoon ground black pepper","Combine coconut milk, garlic, onion, and ginger in a cooking pot. Apply heat. Let boil.
Add Knorr Shrimp Cube. Stir. Cover and cook in medium heat for 15 minutes.
Add kalabasa and long green pepper. Cook for 5 minutes.
Add shrimp. Pour coconut cream into the pot. Stir and let it boil.
Add snake beans (sitaw). Stir. Continue to cook for 5 minutes.
Pour fish sauce into the pot and season with ground black pepper. Stir. Cook for 1 to 2 minutes.
Transfer to a serving bowl. Serve. Share and enjoy!",shrimp devein knorr shrimp cube kalabasa squash snake bean coconut milk coconut cream chili yellow onion thumb ginger garlic fish sauce black,"['shrimp', 'devein', 'knorr', 'shrimp', 'cub', 'kalabasa', 'squash', 'snake', 'bean', 'coconut', 'milk', 'coconut', 'cream', 'chili', 'yellow', 'onion', 'thumb', 'ginger', 'garlic', 'fish', 'sauce', 'black']"
https://panlasangpinoy.com/ginisang-upo-with-sardinas/,Ginisang Upo with Sardinas,none,"1 medium bottle gourd peeled and sliced, 2 5.5 oz. cans spicy sardines in tomato sauce, 1 medium yellow onion sliced, 2 medium ripe tomato cubed, 4 cloves garlic crushed, 1/4 cup water, 2 tablespoons fish sauce, 1/8 teaspoon ground black pepper, 3 tablespoons cooking oil","Heat oil in a pan.
Saute onion and garlic.
Add tomato. Continue to cook until soft.
Put the sliced upo (bottle gourd) into the pan. Saute for 3 minutes.
Pour canned sardines. Stir.
Add water. Let boil. Continue to for 3 to 5 minutes.
Season with fish sauce and ground black pepper.
Transfer to a serving bowl. Serve.
Share and enjoy!",bottle gourd spicy sardine tomato sauce yellow onion ripe tomato cub garlic fish sauce black,"['bottle', 'gourd', 'spicy', 'sardine', 'tomato', 'sauce', 'yellow', 'onion', 'ripe', 'tomato', 'cub', 'garlic', 'fish', 'sauce', 'black']"
https://panlasangpinoy.com/corned-beef-sinigang/,Corned Beef Sinigang,Beef,"3 1/2 lbs. corned beef brisket cubed, 2 40g pack Knorr Sinigang sa Sampaloc mix, 1 bunch fresh spinach or kangkong, 6 to 8 pieces okra, 1 medium eggplant sliced, 12 pieces snake beans sitaw, cut into 2 inch pieces, 1 medium Daikon radish sliced, 2 medium yellow onion wedged, 2 medium ripe tomato wedged, 3 to 4 pieces long green pepper siling pansigang, 12 to 15 cups water, 3 tablespoons fish sauce, 1/4 teaspoon ground black pepper","Pour water into a cooking pot. Add tomato, onion, and corned beef. Let boil. Cover and cook between low to medium heat for 1 1/2 to 2 hours or until the beef becomes tender. Note: add more water as needed.
Add Knorr Sinigang sa Sampaloc Mix. Stir.
Add daikon radish, okra, eggplant, long green pepper, and snake beans.Cover and cook for 5 minutes.
Season with fish sauce and ground black pepper.
Add Spinach. Turn off heat.
Transfer to a serving bowl. Serve.
Share and enjoy!",corn beef brisket cub knorr porridge sampaloc spinach kangkong okra eggplant snake bean broth daikon radish yellow onion wedge ripe tomato wedge sailing side fish sauce black,"['corn', 'beef', 'brisket', 'cub', 'knorr', 'sinigang', 'sampaloc', 'spinach', 'kangkong', 'okra', 'eggplant', 'snake', 'bean', 'sitaw', 'daikon', 'radish', 'yellow', 'onion', 'wedge', 'ripe', 'tomato', 'wedge', 'siling', 'pansigang', 'fish', 'sauce', 'black']"
https://panlasangpinoy.com/binignit-recipe/,Binignit Recipe,Stew,"2 medium sweet potato cubed, 2 medium purple yam cubed, 2 pieces saba banana cubed, 1 cup Muscovado sugar, 4 cups coconunut milk, 1 ½ to 2 cups water, 1 ½ cups sliced ripe jackfruit, 2 medium gabi cubed, 1 ¼ cup tapioca pearls, 2 tablespoons glutinous rice flour","Combine coconut milk and water in a cooking pot. Let boil.
Stir the mixture. Add sweet potato, purple yam, saba banana, ripe jackfruit, and eddo (gabi). Cover the pot. Continue to cook in medium heat for 8 to 10 minutes.
Add Muscovado sugar and sago pearls. Stir. Cover and continue to cook for another 8 minutes.
Combine glutinous rice flour (galapong) and 1/4 cup water. Stir until flour dilutes completely. Pour into the cooking pot. Stir. Continue to cook until all the sweet potato, yams, and gabi are soft. Note: you can add more water in the pot if you want your binignit to be soupy, add more sugar as needed.
Transfer to a serving plate. Serve.
Share and enjoy!",potato cub purple yam cub saba banana cub muscovado coconunut milk ripe jackfruit gabi cub tapioca pearl rice flour,"['potato', 'cub', 'purple', 'yam', 'cub', 'saba', 'banana', 'cub', 'muscovado', 'coconunut', 'milk', 'ripe', 'jackfruit', 'gabi', 'cub', 'tapioca', 'pearl', 'rice', 'flour']"
https://panlasangpinoy.com/pork-bola-bola-soup-with-misua-and-patola/,Pork Bola Bola Soup with Misua and Patola,Pork,"3 ounces misua, 1 Knorr Pork cube, 1 medium patola sliced, ½ cup chopped scallion, 4 cloves garlic crushed, 1 medium yellow onion minced, 1/4 teaspoon ground black pepper, 2 tablespoons patis fish sauce, 6 to 8 cups water, 3 tablespoons cooking oil, 1 lb. ground pork, 1 egg, 1 medium yellow onion minced, 6 tablespoons all-purpose flour, 1 teaspoon salt, 1/4 teaspoon ground black pepper","Prepare the meatballs by combining all meatball ingredients in a bowl. Mix well. Scoop 1 1/2 tablespoons of the mixture and form into a ball. Perform this step until the mixture is completely consumed. Set aside.
Heat oil in a cooking pot. Once the oil becomes hot, pan fry the meatballs until the outer part turns light brown. Note: the meatballs do not need to be cooked completely at this point.
Remove the meatballs from the pot. Set aside.
Using the remaining oil, saute garlic until golden brown. Add onion. Continue to cook until the onion softens.
Pour water. Let boil. Add the pan-fried meatballs back.
Add Knorr Pork Cube. Stir. Cover the pot and cook in medium heat for 15 minutes.
Add misua and patola. Cover and cook for 5 minutes.
Season with patis and ground black pepper. Stir.
Add scallions. Transfer to a serving bowl.
Serve. Share and enjoy!",misua knorr pork patola scallion garlic yellow onion black patis fish sauce pork egg yellow onion all purpose flour black,"['misua', 'knorr', 'pork', 'patola', 'scallion', 'garlic', 'yellow', 'onion', 'black', 'patis', 'fish', 'sauce', 'pork', 'egg', 'yellow', 'onion', 'allpurpose', 'flour', 'black']"
https://panlasangpinoy.com/mechadong-baka-recipe/,Mechadong Baka Recipe,Beef,"1 1/2 lb. beef chuck cubed, 1 8 oz. can tomato sauce, 1 large baking potato cubed, 1 lareg red bell pepper cut into squares, 4 pieces dried bay leaves, 1 medium ripe tomato cube, 1 medium red onion chopped, 4 cloves garlic chopped, 4 tablespoons soy sauce, 1 1/2 cups beef broth, 1/2 lemon, 3 tablespoons cooking oil, Salt and ground black pepper to taste","Arrange beef in a bowl. Pour soy sauce and squeeze half a lemon. Mix well. Marinate for 3 hours.
Heat oil in a pressure cooker.
Saute onion, garlic, and tomato.
Once the onion and tomato are soft, add the marinated beef, including the marinade. Continue to cook until the beef browns.
Pour tomato sauce and beef broth. Let boil.
Add bay leaves. Pressure cook for 20 to 30 minutes.
Add potato. Continue to cook uncovered in medium heat for 5 to 8 minutes.
Add bell pepper. Cook for 8 minutes.
Season with salt and ground black pepper.Stir.
Transfer to serving bowl. Serve.
Share and enjoy!",beef chuck cub tomato sauce bake potato cub large red bell square bay ripe tomato red onion garlic soy sauce beef broth lemon black,"['beef', 'chuck', 'cub', 'tomato', 'sauce', 'bake', 'potato', 'cub', 'lareg', 'red', 'bell', 'square', 'bay', 'ripe', 'tomato', 'red', 'onion', 'garlic', 'soy', 'sauce', 'beef', 'broth', 'lemon', 'black']"
https://panlasangpinoy.com/15-minute-pork-stir-fry/,15 Minute Pork Stir Fry,Pork,"1/2 lb. pork tenderloin loom, sliced into thin pieces, 8 to 10 pieces baby corn, 15 pieces snow peas, 1 1/2 tablespoons oyster sauce, 2 teaspoons cornstarch, 1 teaspoon garlic powder, 3 tablespoons light soy sauce, 1/2 teaspoon ground black pepper, 1/2 cup beef broth, 3 tablespoons cooking oil","Arrange pork in a bowl. Add oyster sauce , ground black pepper, and garlic powder. Mix well.
Add cornstarch. Continue to mix until all ingredients are well blended.
Heat oil in a pan or work. Once the oil gets hot, stir fry the pork until it turns brown. Note: always use high heat when stir-frying.
Add young corn and soy sauce. Stir fry for 2 minutes.
Add snow peas. Stir fry for 1 minute.
Pour beef broth and cook for 1 minute.
Transfer to a serving plate. Serve.
Share and enjoy!",pork tenderloin loom baby corn pea oyster sauce cornstarch garlic powder light soy sauce black beef broth,"['pork', 'tenderloin', 'loom', 'baby', 'corn', 'pea', 'oyster', 'sauce', 'cornstarch', 'garlic', 'powder', 'light', 'soy', 'sauce', 'black', 'beef', 'broth']"
